codigo,coord_x,coord_y,coord_z,name,t_e,tipo,tipo_est,web,zona_est,diasppmx18,diasppmx17,codigo2
4722A338,-13.19672222,-71.61940556,3466,ACJANACO GORE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4722A338,RP,,0,4722A338
4722B04E,-13.50411111,-70.89652778,1758,MARCAPATA GORE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4722B04E,RP,,4,4722B04E
4723013A,-6.589233333,-76.31834167,225,EL PORVENIR,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4723013A,RP,,3,4723013A
472364DC,-12.34439722,-75.87215,3820,CARANIA,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472364DC,RP,,1,472364DC
4723D752,-15.64162778,-71.60168889,3644,CHIVAY,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4723D752,RP,,2,4723D752
4723F1BE,-17.16916667,-70.93166667,1450,MOQUEGUA,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4723F1BE,RP,,1,4723F1BE
4724851A,-5.809966667,-77.39327778,882,NARANJILLO,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4724851A,RP,,5,4724851A
4724C610,-5.112905556,-80.17293056,91,PUENTE ÑACARA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4724C610,VNP,,7,4724C610
4724E0FC,-5.042638889,-73.83555556,128,REQUENA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4724E0FC,RP,,2,4724E0FC
47255188,-14.37838889,-75.68205556,324,OCUCAJE,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47255188,RP,,0,47255188
47257764,-11.39694444,-75.69027778,3200,TARMA,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47257764,RP,,2,47257764
47259496,-9.729194444,-77.45365278,3431,RECUAY,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47259496,VNP,,0,47259496
4725A10C,-9.585983333,-77.17528889,3140,CHAVIN,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4725A10C,RP,,0,4725A10C
4725B27A,-14.04361111,-73.63833333,3106,PAUCARAY,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4725B27A,RP,,1,4725B27A
4725F170,-11.4,-76.56666667,3585,HUAROS,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4725F170,VNP,,1,4725F170
472606FA,-4.637755556,-79.71076667,2633,AYABACA,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472606FA,VNP,,0,472606FA
4726158C,-14.23736111,-71.23669444,3568,SICUANI,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4726158C,RP,,0,4726158C
47262016,-15.01138889,-73.77916667,3200,CORA CORA,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47262016,RP,,3,47262016
47263360,-13.60491667,-72.85694444,2795,ABANCAY (G. SAN ANTONIO),M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47263360,RP,,2,47263360
472645F0,-7.167472222,-78.49306667,2673,UNC CAJAMARCA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472645F0,RP,,0,472645F0
4726631C,-6.853033333,-78.144875,2602,CELENDIN GORE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4726631C,RP,,2,4726631C
4726706A,-5.144222222,-78.99988889,1258,SAN IGNACIO GORE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4726706A,RP,,6,4726706A
47269398,-5.676663889,-78.77418056,618,JAEN GORE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47269398,RP,,2,47269398
4726C3E4,-6.55405,-78.675875,2255,CHOTA GORE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4726C3E4,RP,,4,4726C3E4
4726F67E,-5.837138889,-79.81911111,120,OLMOS,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4726F67E,VNP,,17,4726F67E
47271776,-2.487566667,-73.67924722,150,SANTA CLOTILDE,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47271776,RP,,8,47271776
472722EC,-12.77162778,-75.01236667,3715,HUANCAVELICA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472722EC,RP,,2,472722EC
4727319A,-8.004186111,-78.30789722,4047,QUIRUVILCA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4727319A,VNP,,0,4727319A
4727547C,-3.91125,-70.51205556,107,CABALLOCOCHA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4727547C,RP,,1,4727547C
4727A4F8,-9.381388889,-74.96083333,253,PUERTO INCA,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4727A4F8,RP,,3,4727A4F8
4727B78E,-14.87266667,-70.59288889,3928,AYAVIRI,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4727B78E,RP,,0,4727B78E
4727C11E,-13.26580556,-72.44880556,3020,HUAYLLABAMBA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4727C11E,RP,9,1,4727C11E
4727D268,-13.13194444,-72.5925,1520,SANTA TERESA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4727D268,RP,,0,4727D268
4727F484,-6.666666667,-78.73333333,2744,CHUGUR,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4727F484,VNP,11,0,4727F484
47280292,-15.21133889,-72.89331111,2683,COTAHUASI,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47280292,RP,,9,47280292
472852EE,-13.22430556,-72.5605,1780,INTIHUATANA M,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472852EE,RP,7,2,472852EE
47287402,-7.352538889,-75.00631944,185,CONTAMANA,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47287402,RP,,0,47287402
47288486,-3.314527778,-71.85755556,106,PEBAS,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47288486,RP,,1,47288486
47294362,-13.39471389,-72.57418889,3865,SORAYPAMPA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47294362,RP,,1,47294362
4729658E,-13.02505556,-72.61991667,1237,SAN PABLO,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4729658E,RP,,0,4729658E
472976F8,-13.333325,-71.95523611,2924,CALCA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472976F8,RP,,1,472976F8
4729867C,-13.22419444,-72.43383333,1580,QORIHUAYRACHINA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4729867C,RP,,2,4729867C
4729950A,-13.23425,-72.49847222,3606,PACAYMAYO,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4729950A,RP,9,0,4729950A
4729A090,-14.45,-72.1,3658,SANTO TOMAS,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4729A090,RP,,5,4729A090
4729B3E6,-12.85644444,-72.69172222,1011,QUILLABAMBA,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4729B3E6,RP,,2,4729B3E6
4729D600,-13.56183611,-74.19888889,3315,PAMPA CANGALLO,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4729D600,RP,,2,4729D600
4729E39A,-16.33565278,-72.15265556,1498,EMA PAMPA DE MAJES,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4729E39A,RP,9,1,4729E39A
472A1410,-13.98923333,-72.29831944,4050,CASACCANCHA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472A1410,RP,,1,472A1410
472A218A,-11.77605556,-77.15138889,47,EMA-ANTONIO RAIMONDI,M2,SUT,,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472A218A,VNP,,0,472A218A
472A446C,-14.23738889,-75.67022222,386,BETA SANTIAGO,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472A446C,RP,,2,472A446C
472A8172,-15.18255,-71.65123889,4258,LA ANGOSTURA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472A8172,RP,,0,472A8172
472AC278,-12.08220833,-76.93931111,247,VON HUMBOLDT,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472AC278,VNP,,5,472AC278
472AD10E,-13.16678333,-74.20636111,2780,INIA CANAAN,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472AD10E,RP,,0,472AD10E
472B059C,-14.38483333,-72.85627778,3845,ANTABAMBA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472B059C,RP,,4,472B059C
472B16EA,-14.65288889,-72.57275,4672,HUACULLO,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472B16EA,RP,,11,472B16EA
472BD3F4,-11.36111111,-76.4705,4493,COLLAC,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472BD3F4,VNP,,1,472BD3F4
472BE66E,-11.41255556,-76.32005556,4435,PUENTE SALIDA MARCAPOMACOCHA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472BE66E,RP,,0,472BE66E
472BF518,-11.71052778,-76.15944444,4480,AGOCANCHA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472BF518,RP,,0,472BF518
472C07A8,-11.73986111,-76.05327778,4680,SAN CRISTOBAL,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472C07A8,RP,,0,472C07A8
472C2144,-11.368,-76.44327778,4410,TOROCOCHA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472C2144,VNP,,0,472C2144
472C57D4,-5.661416667,-78.53397222,397,BAGUA,M1,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472C57D4,RP,,2,472C57D4
472C81BC,-7.381327778,-78.90329444,2464,GUZMANGO,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472C81BC,VNP,,0,472C81BC
472C92CA,-7.384072222,-78.72681667,3390,CASCABAMBA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472C92CA,VNP,4,0,472C92CA
472CA750,-11.98311111,-76.52414722,2924,SANTIAGO DE TUNA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472CA750,RP,5,0,472CA750
472CB426,-16.13591667,-70.04588889,3928,LARAQUERI,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472CB426,RP,,0,472CB426
472CC2B6,-7.7635,-78.66725,2925,MARMOT,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472CC2B6,VNP,,21,472CC2B6
472CE45A,-11.83912778,-76.37792222,2417,MATUCANA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472CE45A,VNP,,4,472CE45A
472CF72C,-15.47105556,-70.17122222,3826,JULIACA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472CF72C,RP,,2,472CF72C
472D30C8,-7.750308333,-79.18869444,145,CASA GRANDE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472D30C8,VNP,7,13,472D30C8
472D4658,-7.428555556,-78.54105556,2423,COSPAN,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472D4658,VNP,,1,472D4658
472D552E,-7.643333333,-78.55135278,2219,LUCMA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472D552E,VNP,,0,472D552E
472D60B4,-7.818602778,-78.41497222,3123,USQUIL,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472D60B4,VNP,13,29,472D60B4
472D73C2,-11.63805556,-76.23333333,4233,CASAPALCA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472D73C2,VNP,,0,472D73C2
472D8346,-7.7675,-78.47728611,1501,CALLANCAS,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472D8346,VNP,,1,472D8346
472D9030,-11.40443333,-76.32508333,4447,MARCAPOMACOCHA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472D9030,RP,,0,472D9030
472DD33A,-15.82625,-70.01208333,3812,PUNO,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472DD33A,RP,,2,472DD33A
472DE6A0,-15.48527778,-70.67577778,4400,PAMPAHUTA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472DE6A0,RP,,2,472DE6A0
472DF5D6,-11.92666667,-75.06166667,4684,HUAYTAPALLANA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472DF5D6,RP,,1,472DF5D6
472E37C6,-15.23586667,-70.59315,4073,PALCA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472E37C6,RP,4,3,472E37C6
472E4156,-15.68333333,-70.08333333,3827,ILLPA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472E4156,RP,,0,472E4156
472E5220,-7.549188889,-78.81051389,647,PUENTE PALMIRA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472E5220,VNP,,0,472E5220
472E74CC,-7.796363889,-78.38012222,1812,PUENTE COINA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472E74CC,VNP,,1,472E74CC
472EA2A4,-7.479869444,-78.82366944,1251,CASCAS,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472EA2A4,VNP,,0,472EA2A4
472EB1D2,-7.856422222,-78.31184444,2904,CAPACHIQUE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472EB1D2,VNP,,4,472EB1D2
472EC742,-11.84695556,-76.56358611,3513,SAN MATEO DE OTAO,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472EC742,VNP,,0,472EC742
472FD6CE,-4.642877778,-80.547175,133,LANCONES,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472FD6CE,VNP,,0,472FD6CE
472FE354,-5.246805556,-79.45399167,1954,HUANCABAMBA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=472FE354,RP,,0,472FE354
47E0415A,-5.112805556,-80.17296111,91,PUENTE ÑACARA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E0415A,VNP,,0,47E0415A
47E0522C,-4.938480556,-80.34703056,60,TAMBO GRANDE,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E0522C,VNP,,0,47E0522C
47E09732,-4.489555556,-80.39014444,116,LA ARDILLA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E09732,VNP,,0,47E09732
47E281B0,-4.747666667,-79.613175,1970,HUALCUY,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E281B0,VNP,,0,47E281B0
47E2F720,-6.654888889,-79.42791944,181,TINAJONES,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E2F720,VNP,,0,47E2F720
47E3055E,-6.574891667,-78.86721111,1645,CHANCAY BAÑOS,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E3055E,VNP,,0,47E3055E
47E31628,-11.34874722,-76.80799444,2367,PALLAC EMA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E31628,VNP,,0,47E31628
47E323B2,-11.19005278,-76.779375,2646,CARAC,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E323B2,VNP,,0,47E323B2
47E330C4,-11.19827222,-76.63486389,3583,SANTA CRUZ,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E330C4,VNP,,0,47E330C4
47E34654,-11.23283889,-76.65513889,3342,PIRCA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E34654,VNP,,0,47E34654
47E845FC,-9.183608333,-76.35028056,1109,CACHICOTO,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E845FC,RP,,0,47E845FC
47E8568A,-8.4984,-75.5597,230,SANTA ANA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E8568A,RP,,0,47E8568A
47E86310,-7.89825,-74.49886111,165,CALLERIA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E86310,RP,,0,47E86310
47E87066,-9.750277778,-70.75027778,275,PUERTO ESPERANZA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E87066,RP,,7,47E87066
47E89394,-9.852425,-77.40607222,3723,PACHACOTO,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E89394,VNP,,1,47E89394
47E8A60E,-15.21331111,-71.38955,4240,COTACOTA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E8A60E,RP,,0,47E8A60E
47E8C3E8,-11.40866944,-76.33118056,4482.6,MARCAPOMACOCHA - EDEGEL,M,SUT,,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E8C3E8,RP,,0,47E8C3E8
47E94706,-6.453641667,-78.96318611,2263,HUAMBOS,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E94706,VNP,,0,47E94706
47E9E7FE,-11.342,-76.38294444,4550,PATAHUAY SAPICANCHA,M,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=47E9E7FE,RP,,1,47E9E7FE
4AD000C8,-10.40502778,-77.39791667,2814,OCROS,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD000C8,VNP,,4,4AD000C8
4AD013BE,-9.162494444,-77.36576944,3372,CHACAS,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD013BE,RP,,0,4AD013BE
4AD02624,-10.14431389,-77.15679167,3382,CHIQUIAN,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD02624,VNP,,0,4AD02624
4AD03552,-9.479819444,-78.301375,45,CASMA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD03552,VNP,,1,4AD03552
4AD043C2,-9.231422222,-77.62426667,3036,SHILLA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD043C2,VNP,6,1,4AD043C2
4AD050B4,-8.509416667,-77.91018611,3541,CORONGO,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD050B4,VNP,,0,4AD050B4
4AD0652E,-8.980388889,-77.18475,2386,SAN NICOLAS,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD0652E,RP,,0,4AD0652E
4AD086DC,-9.315425,-77.20233889,3476,PURHUAY,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD086DC,RP,,0,4AD086DC
4AD095AA,-9.516805556,-77.52524167,3078,SHANCAYAN,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD095AA,VNP,,0,4AD095AA
4AD0A030,-10.0836,-78.16653333,20,HUARMEY,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD0A030,VNP,,0,4AD0A030
4AD0B346,-8.820019444,-77.46051944,3024,POMABAMBA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD0B346,RP,,0,4AD0B346
4AD0C5D6,-9.899122222,-77.17937222,4938,PASTO RURI,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD0C5D6,VNP,5,5,4AD0C5D6
4AD0D6A0,-9.173575,-78.35980556,140,NEPEÐA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD0D6A0,VNP,,1,4AD0D6A0
4AD0E33A,-9.173575,-77.71233333,2526,TINGUA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD0E33A,VNP,,1,4AD0E33A
4AD0F04C,-9.476825,-77.44642778,3873,QUILLCAYHUANCA,M2,SUT,Tipo Automtica,https://www.senamhi.gob.pe/include_mapas/_dat_esta_tipo.php?estaciones=4AD0F04C,VNP,,0,4AD0F04C
