Día/mes/año,TemperaturaMax (°c),TemperaturaMin (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboSeco (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Temperatura BulboHumedo (°c),Precipitacion (mm),Precipitacion (mm),DirecciondelViento 13h,VelocidaddelViento 13h (m/s)
31-Mar-2015,20.4,10.6,11.8,19.4,11.4,10.6,18.6,10.8,0.0,0.0,N,4.0
01-Ene-2016,24.6,9.9,14.2,20.4,15.2,11.8,16.8,13.6,,0.0,,2.5
02-Ene-2016,23.2,10.6,12.6,21.6,16.3,9.6,17.2,12.4,0.0,0.0,E,1.1
03-Ene-2016,22.8,9.7,13.4,22.3,14.6,10.2,18.4,11.2,0.0,0.0,N,1.1
04-Ene-2016,23.6,10.6,12.5,23.8,13.9,11.4,19.2,10.5,0.0,0.0,N,4.4
05-Ene-2016,21.4,12.3,14.1,21.4,14.2,11.5,18.8,11.7,0.0,0.0,E,2.5
06-Ene-2016,22.5,11.4,12.8,20.9,13.8,10.6,17.6,11.6,0.0,0.0,N,4.4
07-Ene-2016,23.2,10.2,13.4,19.4,14.3,11.2,17.2,12.8,0.0,0.0,N,2.5
08-Ene-2016,25.4,11.6,14.6,20.6,13.4,10.3,18.4,10.2,0.0,0.0,N,2.5
09-Ene-2016,23.8,12.4,13.2,22.5,13.6,9.6,17.6,9.8,0.0,0.0,E,1.1
10-Ene-2016,24.6,12.6,12.8,23.4,15.4,10.5,20.2,11.2,0.0,0.0,N,4.4
11-Ene-2016,23.6,9.8,13.4,21.5,15.8,9.2,14.6,12.9,0.0,0.0,N,4.4
12-Ene-2016,21.4,10.2,12.8,20.6,14.9,9.8,15.3,13.2,0.0,0.0,N,2.5
13-Ene-2016,22.8,11.4,13.5,22.4,16.7,10.4,15.9,12.2,0.0,0.0,N,4.4
14-Ene-2016,24.3,10.5,12.9,22.8,16.8,9.3,14.7,13.0,0.0,0.0,N,2.5
15-Ene-2016,25.6,11.6,13.6,23.2,15.9,8.9,16.8,12.2,0.0,0.0,E,1.1
16-Ene-2016,23.5,12.4,14,22.3,17,10.5,17.5,13.4,0.0,0.0,N,2.5
17-Ene-2016,22.6,10.8,13.3,21.6,16.8,8.9,18.2,12.6,0.0,0.0,N,4.4
18-Ene-2016,24,12.2,12.6,23.7,15.9,8.5,17.3,11.8,0.0,0.0,E,2.5
19-Ene-2016,23.8,11.6,13.5,23,16.2,10.9,18.2,13.2,0.0,0.0,N,4.4
20-Ene-2016,24.4,10.8,14.2,21.1,17,11.3,17.6,13.5,0.0,0.0,N,4.4
21-Ene-2016,23.4,10.5,13.2,19.8,16.7,10.2,15.2,13.3,0.0,0.0,N,2.5
22-Ene-2016,22.8,11.2,11.6,21.2,15.2,9.5,16.6,14.2,0.0,0.0,E,4.4
23-Ene-2016,24.2,12.3,12.4,22.5,14.8,10.2,18.4,12.6,0.0,0.0,N,4.4
24-Ene-2016,23.5,11.4,12.6,23.4,16,10.5,19.3,13.4,0.0,0.0,E,2.5
25-Ene-2016,24.2,12.5,11.8,24.2,15.3,9.6,20.5,11.5,0.0,0.0,N,2.5
26-Ene-2016,23.6,11.6,12.4,21.6,14.4,10.4,20,10.2,0.0,0.0,N,4.4
27-Ene-2016,21.5,12.3,13.5,20.2,13.6,11.2,19.8,11.4,0.0,0.0,N,1.1
28-Ene-2016,23.2,13.5,12.6,20.4,14.5,9.8,20.2,10.6,0.0,0.0,N,4.4
29-Ene-2016,22.9,12.4,11.8,23.2,15.2,10.3,19.6,11.3,0.0,1.2,E,4.4
30-Ene-2016,23.4,11.8,10.5,21.4,14.8,9.6,18.2,10.6,0.0,1.4,N,1.1
31-Ene-2016,22.8,12.2,11.4,20.8,13.9,9.8,17.4,10.4,0.0,0.0,N,2.5
01-Feb-2016,22.3,9.8,13.6,21.8,14.4,10.2,19.6,11.0,0.0,0.0,N,2.5
02-Feb-2016,21.8,10.5,12.2,21.4,14.6,9.8,19.9,11.5,0.0,0.0,E,1.1
03-Feb-2016,23.4,10.3,11.8,22.6,13.2,10.4,15.2,12.4,0.0,0.0,N,1.1
04-Feb-2016,22.6,11.2,12.4,23.2,14.8,9.6,15.5,12.2,0.0,0.0,E,2.5
05-Feb-2016,24.2,12.4,11.5,21.4,13.5,9.2,15.8,10.5,0.0,0.0,N,2.5
